temse |A sieve. [Written also tems, and tempse.] [Prov. Eng.] Halliwell. Temse bread, Temsed bread, Temse loaf, bread made of flour better sifted than common fluor. [Prov. Eng.]
temulence |Intoxication; inebriation; drunkenness. [R.] \"Their temulency.\" Jer. Taylor.
temulency |Intoxication; inebriation; drunkenness. [R.] \"Their temulency.\" Jer. Taylor.
temulent |Intoxicated; drunken. [R.]
temulentive |Somewhat temulent; addicted to drink. [R.] R. Junius.
ten |One more than nine; twice five. With twice ten sail I crossed the Phrygian Sea. Dryden. Note: Ten is often used, indefinitely, for several, many, and other like words. There 's proud modesty in merit, Averse from begging, and resolved to pay Ten times the gift it asks. Dryden.\n\n1. The number greater by one than nine; the sum of five and five; ten units of objects. I will not destroy it for ten's sake. Gen. xviii. 32. 2. A symbol representing ten units, as 10, x, or X.
ten-pounder |A large oceanic fish (Elops saurus) found in the tropical parts of all the oceans. It is used chiefly for bait.
ten-strike |1. (Tenpins)  A knocking down of all ten pins at one delivery of the ball. [U. S.] 2. Any quick, decisive stroke or act. [Colloq. U.S.]
tenability |The quality or state of being tenable; tenableness.
tenable |Capable of being held, naintained, or defended, as against an assailant or objector, or againts attempts to take or process; as, a tenable fortress, a tenable argument. If you have hitherto concealed his sight, Let it be tenable in your silence still. Shak. I would be the last man in the world to give up his cause when it was tenable. Sir W. Scott.
tenableness |Same as Tenability.
tenace |The holding by the fourth hand of the best and third best cards of a suit led; also, sometimes, the combination of best with third best card of a suit in any hand.
tenacious |1. Holding fast, or inclined to hold fast; inclined to retain what is in possession; as, men tenacious of their just rights. 2. Apt to retain; retentive; as, a tenacious memory. 3. Having parts apt to adhere to each other; cohesive; tough; as, steel is a tenacious metal; tar is more tenacious than oil. Sir I. Newton. 4. Apt to adhere to another substance; glutinous; viscous; sticking; adhesive. \"Female feet, too weak to struggle with tenacious clay.\" Cowper. 5. Niggardly; closefisted; miserly. Ainsworth. 6. Holding stoutly to one's opinion or purpose; obstinate; stubborn. -- Te*na\"cious*ly, adv. -- Te*na\"cious*ness, n.
tenacity |1. The quality or state of being tenacious; as, tenacity, or retentiveness, of memory; tenacity, or persistency, of purpose. 2. That quality of bodies which keeps them from parting without considerable force; cohesiveness; the effect of attraction; -- as distinguished from brittleness, fragility, mobility, etc. 3. That quality of bodies which makes them adhere to other bodies; adhesiveness; viscosity. Holland. 4. (Physics)  The greatest longitudinal stress a substance can bear without tearing asunder, -- usually expressed with reference to a unit area of the cross section of the substance, as the number of pounds per square inch, or kilograms per square centimeter, necessary to produce rupture.
tenaculum |An instrument consisting of a fine, sharp hook attached to a handle, and used mainly for taking up arteries, and the like.
tenacy |Tenaciousness; obstinacy. [Obs.] Barrow.
tenaille |An outwork in the main ditch, in front of the curtain, between two bastions. See Illust. of Ravelin.
tenaillon |A work constructed on each side of the ravelins, to increase their strength, procure additional ground beyond the ditch, or cover the shoulders of the bastions.
tenancy |(a) A holding, or a mode of holding, an estate; tenure; the temporary possession of what belongs to another. (b) (O. Eng. Law) A house for habitation, or place to live in, held of another. Blount. Blackstone. Wharton.
tenant |1. (Law)  One who holds or possesses lands, or other real estate, by any kind of right, whether in fee simple, in common, in severalty, for life, for years, or at will; also, one who has the occupation or temporary possession of lands or tenements the title of which is in another; -- correlative to landlord. See Citation from Blackstone, under Tenement, 2. Blount. Wharton. 2. One who has possession of any place; a dweller; an occupant. \"Sweet tenants of this grove.\" Cowper. The hhappy tenant of your shade. Cowley. The sister tenants of the middle deep. Byron. Tenant in capite Etym: [L. in in + capite, abl. of caput head, chief.], or Tenant in chief, by the laws of England, one who holds immediately of the king. According to the feudal system, all lands in England are considered as held immediately or mediately of the king, who is styled lord paramount. Such tenants, however, are considered as having the fee of the lands and permanent possession. Blackstone. -- Tenant in common. See under Common.\n\nTo hold, occupy, or possess as a tenant. Sir Roger's estate is tenanted by persons who have served him or his ancestors. Addison.
tenant saw |See Tenon saw, under Tenon.
tenantable |Fit to be rented; in a condition suitable for a tenant. -- Ten\"ant*a*ble*ness, n.
tenantless |Having no tenants; unoccupied; as, a tenantless mansion. Shak.
tenantry |1. The body of tenants; as, the tenantry of a manor or a kingdom. 2. Tenancy. [Obs.] Ridley.
tench |A European fresh-water fish (Tinca tinca, or T. vulgaris) allied to the carp. It is noted for its tenacity of life.
tend |To make a tender of; to offer or tender. [Obs.]\n\n1. To accompany as an assistant or protector; to care for the wants of; to look after; to watch; to guard; as, shepherds tend their flocks. Shak. And flaming ministers to watch and tend Their earthly charge. Milton. There 's not a sparrow or a wren, There 's not a blade of autumn grain, Which the four seasons do not tend And tides of life and increase lend. Emerson. 2. To be attentive to; to note carefully; to attend to. Being to descend A ladder much in height, I did not tend My way well down. Chapman. To tend a vessel (Naut.), to manage an anchored vessel when the tide turns, so that in swinging she shall not entangle the cable.\n\n1. To wait, as attendants or servants; to serve; to attend; -- with on or upon. Was he not companion with the riotous knights That tend upon my father Shak. 2. Etym: [F. attendre.]  To await; to expect. [Obs.] Shak.\n\n1. To move in a certain direction; -- usually with to or towards. Two gentlemen tending towards that sight. Sir H. Wotton. Thus will this latter, as the former world, Still tend from bad to worse. Milton. The clouds above me to the white Alps tend. Byron. 2. To be directed, as to any end, object, or purpose; to aim; to have or give a leaning; to exert activity or influence; to serve as a means; to contribute; as, our petitions, if granted, might tend to our destruction. The thoughts of the diligent tend only to plenteousness; but of every one that is hasty only to want. Prov. xxi. 5. The laws of our religion tend to the universal happiness of mankind. Tillotson.
tendance |1. The act of attending or waiting; attendance. [Archaic] Spenser. The breath Of her sweet tendance hovering over him. Tennyson. 2. Persons in attendance; attendants. [Obs.] Shak.
tendence |Tendency. [Obs.]
tendency |Direction or course toward any place, object, effect, or result; drift; causal or efficient influence to bring about an effect or result. Writings of this kind, if conducted with candor, have a more particular tendency to the good of their country. Addison. In every experimental science, there is a tendency toward perfection. Macaulay. Syn. -- Disposition; inclination; proneness; drift; scope; aim.
tender |1. One who tends; one who takes care of any person or thing; a nurse. 2. (Naut.)  A vessel employed to attend other vessels, to supply them with provisions and other stores, to convey intelligence, or the like. 3. A car attached to a locomotive, for carrying a supply of fuel and water.\n\n1. (Law)  To offer in payment or satisfaction of a demand, in order to save a penalty or forfeiture; as, to tender the amount of rent or debt. 2. To offer in words; to present for acceptance. You see how all conditions, how all minds, . . . tender down Their services to Lord Timon. Shak.\n\n1. (Law)  An offer, either of money to pay a debt, or of service to be performed, in order to save a penalty or forfeiture, which would be incurred by nonpayment or nonperformance; as, the tender of rent due, or of the amount of a note, with interest. Note: To constitute a legal tender, such money must be offered as the law prescribes. So also the tender must be at the time and place where the rent or debt ought to be paid, and it must be to the full amount due. 2. Any offer or proposal made for acceptance; as, a tender of a loan, of service, or of friendship; a tender of a bid for a contract. A free, unlimited tender of the gospel. South. 3. The thing offered; especially, money offered in payment of an obligation. Shak. Legal tender. See under Legal. -- Tender of issue (Law), a form of words in a pleading, by which a party offers to refer the question raised upon it to the appropriate mode of decision. Burrill.\n\n1. Easily impressed, broken, bruised, or injured; not firm or hard; delicate; as, tender plants; tender flesh; tender fruit. 2. Sensible to impression and pain; easily pained. Our bodies are not naturally more tender than our faces. L'Estrange. 3. Physically weak; not hardly or able to endure hardship; immature; effeminate. The tender and delicate woman among you. Deut. xxviii. 56. 4. Susceptible of the softer passions, as love, compassion, kindness; compassionate; pitiful; anxious for another's good; easily excited to pity, forgiveness, or favor; sympathetic. The Lord is very pitiful, and of tender mercy. James v. 11. I am choleric by my nature, and tender by my temper. Fuller. 5. Exciting kind concern; dear; precious. I love Valentine, Whose life's as tender to me as my soul! Shak. 6. Careful to save inviolate, or not to injure; -- with of. \"Tender of property.\" Burke. The civil authority should be tender of the honor of God and religion. Tillotson. 7. Unwilling to cause pain; gentle; mild. You, that are thus so tender o'er his follies, Will never do him good. Shak. 8. Adapted to excite feeling or sympathy; expressive of the softer passions; pathetic; as, tender expressions; tender expostulations; a tender strain. 9. Apt to give pain; causing grief or pain; delicate; as, a tender subject. \"Things that are tender and unpleasing.\" Bacon. 10. (Naut.)  Heeling over too easily when under sail; -- said of a vessel. Note: Tender is sometimes used in the formation of self-explaining compounds; as, tender-footed, tender-looking, tender-minded, tender- mouthed, and the like. Syn. -- Delicate; effeminate; soft; sensitive; compassionate; kind; humane; merciful; pitiful.\n\nRegard; care; kind concern. [Obs.] Shak.\n\nTo have a care of; to be tender toward; hence, to regard; to esteem; to value. [Obs.] For first, next after life, he tendered her good. Spenser. Tender yourself more dearly. Shak. To see a prince in want would move a miser's charity. Our western princes tendered his case, which they counted might be their own. Fuller.
tender-hearted |Having great sensibility; susceptible of impressions or influence; affectionate; pitying; sensitive. -- Ten\"der-heart`ed*ly, adv. -- Ten\"der-heart`ed*ness, n. Rehoboam was young and tender-hearted, and could not withstand them. 2 Chron. xiii. 7. Be ye kind one to another, tender-hearted. Eph. iv. 32.
tender-hefted |Having great tenderness; easily moved. [Obs.] Shak.
tenderfoot |A delicate person; one not inured to the hardship and rudeness of pioneer life. [Slang, Western U.S.]
tenderling |1. One made tender by too much kindness; a fondling. [R.] W. Harrison (1586). 2. (Zoöl.)  One of the first antlers of a deer.
tenderloin |A strip of tender flesh on either side of the vertebral column under the short ribs, in the hind quarter of beef and pork. It consists of the psoas muscles.
tenderly |In a tender manner; with tenderness; mildly; gently; softly; in a manner not to injure or give pain; with pity or affection; kindly. Chaucer.
tenderness |The quality or state of being tender (in any sense of the adjective). Syn. -- Benignity; humanity; sensibility; benevolence; kindness; pity; clemency; mildness; mercy.
tendinous |1. Pertaining to a tendon; of the nature of tendon. 2. Full of tendons; sinewy; as, nervous and tendinous parts of the body.
tendment |Attendance; care. [Obs.]
tendon |A tough insensible cord, bundle, or band of fibrous connective tissue uniting a muscle with some other part; a sinew. Tendon reflex (Physiol.), a kind of reflex act in which a muscle is made to contract by a blow upon its tendon. Its absence is generally a sign of disease. See Knee jerk, under Knee.
tendonous |Tendinous.
tendosynovitis |See Tenosynovitis.
tendrac |Any one of several species of small insectivores of the family Centetidæ, belonging to Ericulus, Echinope, and related genera, native of Madagascar. They are more or less spinose and resemble the hedgehog in habits. The rice tendrac (Oryzorictes hora) is very injurious to rice crops. Some of the species are called also tenrec.
tendre |Tender feeling or fondness; affection. You poor friendless creatures are always having some foolish tendre. Thackeray.
tendresse |Tender feeling; fondness. [Obs., except as a French word]
tendril |A slender, leafless portion of a plant by which it becomes attached to a supporting body, after which the tendril usually contracts by coiling spirally. Note: Tendrils may represent the end of a stem, as in the grapevine; an axillary branch, as in the passion flower; stipules, as in the genus Smilax; or the end of a leaf, as in the pea.\n\nClasping; climbing as a tendril. [R.] Dyer.
tendriled |Furnished with tendrils, or with such or so many, tendrils. \"The thousand tendriled vine.\" Southey.
tendrilled |Furnished with tendrils, or with such or so many, tendrils. \"The thousand tendriled vine.\" Southey.
tendron |A tendril. [Obs.] Holland.
tendry |A tender; an offer. [Obs.] Heylin.
tene |See 1st and 2d Teen. [Obs.]
tenebrae |The matins and lauds for the last three days of Holy Week, commemorating the sufferings and death of Christ, -- usually sung on the afternoon or evening of Wednesday, Thursday, and Friday, instead of on the following days.
tenebricose |Tenebrous; dark; gloomy. [Obs.]
tenebrific |Rendering dark or gloomy; tenebrous; gloomy. It lightens, it brightens, The tenebrific scene. Burns. Where light Lay fitful in a tenebrific time. R. Browning.
tenebrificous |Tenebrific. Authors who are tenebrificous stars. Addison.
tenebrious |Tenebrous. Young.
tenebrose |Characterized by darkness or gloom; tenebrous.
tenebrosity |The quality or state of being tenebrous; tenebrousness. Burton.
tenebrous |Dark; gloomy; dusky; tenebrious. -- Ten\"e*brous*ness, n. The most dark, tenebrous night. J. Hall (1565). The towering and tenebrous boughts of the cypress. Longfellow.
tenement |1. (Feud. Law)  That which is held of another by service; property which one holds of a lord or proprietor in consideration of some military or pecuniary service; fief; fee. 2. (Common Law)  Any species of permanent property that may be held, so as to create a tenancy, as lands, houses, rents, commons, an office, an advowson, a franchise, a right of common, a peerage, and the like; -- called also free or frank tenements. The thing held is a tenement, the possessor of it a \"tenant,\" and the manner of possession is called \"tenure.\" Blackstone. 3. A dwelling house; a building for a habitation; also, an apartment, or suite of rooms, in a building, used by one family; often, a house erected to be rented. 4. Fig.: Dwelling; abode; habitation. Who has informed us that a rational soul can inhabit no tenement, unless it has just such a sort of frontispiece Locke. Tenement house, commonly, a dwelling house erected for the purpose of being rented, and divided into separate apartments or tenements for families. The term is often applied to apartment houses occupied by poor families. Syn. -- House; dwelling; habitation. -- Tenement, House. There may be many houses under one roof, but they are completely separated from each other by party walls. A tenement may be detached by itself, or it may be part of a house divided off for the use of a family.
tenemental |Of or pertaining to a tenement; capable of being held by tenants. Blackstone.
tenementary |Capable of being leased; held by tenants. Spelman.
tenent |A tenet. [Obs.] Bp. Sanderson.
teneral |Of, pertaining to, or designating, a condition assumed by the imago of certain Neuroptera, after exclusion from the pupa. In this state the insect is soft, and has not fully attained its mature coloring.
teneriffe |A white wine resembling Madeira in taste, but more tart, produced in Teneriffe, one of the Canary Islands; -- called also Vidonia.
tenerity |Tenderness. [Obs.] Ainsworth.
tenesmic |Of or pertaining to tenesmus; characterized by tenesmus.
tenesmus |An urgent and distressing sensation, as if a discharge from the intestines must take place, although none can be effected; -- always referred to the lower extremity of the rectum. Vesical tenesmus, a similar sensation as to the evacuation of urine, referred to the region of the bladder.
tenet |Any opinion, principle, dogma, belief, or doctrine, which a person holds or maintains as true; as, the tenets of Plato or of Cicero. That al animals of the land are in their kind in the sea, . . . is a tenet very questionable. Sir T. Browne. The religious tenets of his family he had early renounced with contempt. Macaulay. Syn. -- Dogma; doctrine; opinion; principle; position. See Dogma.
tenfold |In tens; consisting of ten in one; ten times repeated. The grisly Terror . . . grew tenfold More dreadful and deform. Milton.
tenia |See Tænia.
teniacide |A remedy to destroy tapeworms.
teniafuge |A remedy to expel tapeworms.
teniasis |Ill health due to tænia, or tapeworms.
tenioid |See Tænoid.
tennantite |A blackish lead-gray mineral, closely related to tetrahedrite. It is essentially a sulphide of arsenic and copper.
tenne |A tincture, rarely employed, which is considered as an orange color or bright brown. It is represented by diagonal lines from sinister to dexter, crossed by vertical lines.
tennis |A play in which a ball is driven to and fro, or kept in motion by striking it with a racket or with the open hand. Shak. His easy bow, his good stories, his style of dancing and playing tennis, . . . were familiar to all London. Macaulay. Court tennis, the old game of tennis as played within walled courts of peculiar construction; -- distinguished from lawn tennis. -- Lawn tennis. See under Lawn, n. -- Tennis court, a place or court for playing the game of tennis. Shak.\n\nTo drive backward and forward, as a ball in playing tennis. [R.] Spenser.
tenno |Lit., King of Heaven; -- a title of the emperor of Japan as the head of the Shinto religion.
tennu |The tapir.
tennysonian |Of or pertaining to Alfred (Lord) Tennyson, the English poet (1809-92); resembling, or having some of the characteristics of, his poetry, as simplicity, pictorial quality, sensuousness, etc. TEN-O'CLOCK Ten\"-o'*clock`, n. (Bot.)  A plant, the star-of-Bethlehem. See under Star.
tenon |A projecting member left by cutting away the wood around it, and made to insert into a mortise, and in this way secure together the parts of a frame; especially, such a member when it passes entirely through the thickness of the piece in which the mortise is cut, and shows on the other side. Cf. Tooth, Tusk. Tenon saw, a saw with a thin blade, usually stiffened by a brass or steel back, for cutting tenons. [Corruptly written tenant saw.] Gwilt.\n\nTo cut or fit for insertion into a mortise, as the end of a piece of timber.
tenonian |Discovered or described by M. Tenon, a French anatomist. Tenonian capsule (Anat.), a lymphatic space inclosed by a delicate membrane or fascia (the fascia of Tenon) between the eyeball and the fat of the orbit; -- called also capsule of Tenon.
tenonitis |Inflammation of a tendon.\n\nInflammation of the Tenonian capsule.
tenor |1. A state of holding on in a continuous course; manner of continuity; constant mode; general tendency; course; career. Along the cool sequestered vale of life They kept the noiseless tenor of their away. Gray. 2. That course of thought which holds on through a discourse; the general drift or course of thought; purport; intent; meaning; understanding. When it [the bond] is paid according to the tenor. Shak. Does not the whole tenor of the divine law positively require humility and meekness to all men Spart. 3. Stamp; character; nature. This success would look like chance, if it were perpetual, and always of the same tenor. Dryden. 4. (Law)  An exact copy of a writing, set forth in the words and figures of it. It differs from purport, which is only the substance or general import of the instrument. Bouvier. 5. Etym: [F. ténor, L. tenor, properly, a holding; -- so called because the tenor was the voice which took and held the principal part, the plain song, air, or tune, to which the other voices supplied a harmony above and below: cf. It. tenore.] (Mus.) (a) The higher of the two kinds of voices usually belonging to adult males; hence, the part in the harmony adapted to this voice; the second of the four parts in the scale of sounds, reckoning from the base, and originally the air, to which the other parts were auxillary. (b) A person who sings the tenor, or the instrument that play it. Old Tenor, New Tenor, Middle Tenor, different descriptions of paper money, issued at different periods, by the American colonial governments in the last century.
tenorrhaphy |Suture of a tendon.
tenositis |Inflammation of a tendon.
tenosynovitis |Inflammation of the synovial sheath enveloping a tendon.
tenotome |A slender knife for use in the operation of tenotomy.
tenotomy |The division of a tendon, or the act of dividing a tendon.
tenpenny |Valued or sold at ten pence; as, a tenpenny cake. See 2d Penny, n.\n\nDenoting a size of nails. See 1st Penny.
tenpins |A game resembling ninepins, but played with ten pins. See Ninepins. [U. S.]
tenrec |A small insectivore (Centetes ecaudatus), native of Madagascar, but introduced also into the islands of Bourbon and Mauritius; -- called also tanrec. The name is applied to other allied genera. See Tendrac.
tense |One of the forms which a verb takes by inflection or by adding auxiliary words, so as to indicate the time of the action or event signified; the modification which verbs undergo for the indication of time. Note: The primary simple tenses are three: those which express time past, present, and future; but these admit of modifications, which differ in different languages.\n\nStretched tightly; strained to stiffness; rigid; not lax; as, a tense fiber. The temples were sunk, her forehead was tense, and a fatal paleness was upon her. Goldsmith. -- Tense\"ly, adv. -- Tense\"ness, n.
tensibility |The quality or state of being tensible; tensility.
tensible |Capable of being extended or drawn out; ductile; tensible. Gold . . . is likewise the most flexible and tensible. Bacon.
tensile |1. Of or pertaining to extension; as, tensile strength. 2. Capable of extension; ductile; tensible. Bacon.
tensiled |Made tensile. [R.]
tensility |The quality or state of being tensile, or capable of extension; tensibility; as, the tensility of the muscles. Dr. H. Mere.
tension |1. The act of stretching or straining; the state of being stretched or strained to stiffness; the state of being bent strained; as, the tension of the muscles, tension of the larynx. 2. Fig.: Extreme strain of mind or excitement of feeling; intense effort. 3. The degree of stretching to which a wire, cord, piece of timber, or the like, is strained by drawing it in the direction of its length; strain. Gwilt. 4. (Mech.)  The force by which a part is pulled when forming part of any system in equilibrium or in motion; as, the tension of a srting supporting a weight equals that weight. 5. A device for checking the delivery of the thread in a sewing machine, so as to give the stitch the required degree of tightness. 6. (Physics)  Expansive force; the force with which the particles of a body, as a gas, tend to recede from each other and occupy a larger space; elastic force; elasticity; as, the tension of vapor; the tension of air. 7. (Elec.)  The quality in consequence of which an electric charge tends to discharge itself, as into the air by a spark, or to pass from a body of greater to one of less electrical potential. It varies as the quantity of electricity upon a given area. Tension brace, or Tension member (Engin.), a brace or member designed to resist tension, or subjected to tension, in a structure. -- Tension rod (Engin.), an iron rod used as a tension member to strengthen timber or metal framework, roofs, or the like.
tensioned |Extended or drawn out; subjected to tension. \"A highly tensioned string.\" Tyndall.
tensity |The quality or state of being tense, or strained to stiffness; tension; tenseness.
tensive |Giving the sensation of tension, stiffness, or contraction. A tensive pain from distension of the parts. Floyer.
tensor |1. (Anat.)  A muscle that stretches a part, or renders it tense. 2. (Geom.)  The ratio of one vector to another in length, no regard being had to the direction of the two vectors; -- so called because considered as a stretching factor in changing one vector into another. See Versor.
tensure |Tension. [Obs.] Bacon.
tent |A kind of wine of a deep red color, chiefly from Galicia or Malaga in Spain; -- called also tent wine, and tinta.\n\n1. Attention; regard, care. [Obs. or Prov. Eng. & Scot.] Lydgate. 2. Intention; design. [Prov. Eng.] Halliwell.\n\nTo attend to; to heed; hence, to guard; to hinder. [Prov. Eng. & Scot.] Halliwell.\n\nTo probe or to search with a tent; to keep open with a tent; as, to tent a wound. Used also figuratively. I'll tent him to the quick. Shak.\n\n(a) A roll of lint or linen, or a conical or cylindrical piece of sponge or other absorbent, used chiefly to dilate a natural canal, to keep open the orifice of a wound, or to absorb discharges. (b) A probe for searching a wound. The tent that searches To the bottom of the worst. Shak.\n\n1. A pavilion or portable lodge consisting of skins, canvas, or some strong cloth, stretched and sustained by poles, -- used for sheltering persons from the weather, especially soldiers in camp. Within his tent, large as is a barn. Chaucer. 2. (Her.)  The representation of a tent used as a bearing. Tent bed, a high-post bedstead curtained with a tentlike canopy. -- Tent caterpillar (Zoöl.), any one of several species of gregarious caterpillars which construct on trees large silken webs into which they retreat when at rest. Some of the species are very destructive to fruit trees. The most common American species is the larva of a bombycid moth (Clisiocampa Americana). Called also lackery caterpillar, and webworm.\n\nTo lodge as a tent; to tabernacle. Shak. We 're tenting to-night on the old camp ground. W. Kittredge.
tentacle |A more or less elongated process or organ, simple or branched, proceeding from the head or cephalic region of invertebrate animals, being either an organ of sense, prehension, or motion. Tentacle sheath (Zoöl.), a sheathlike structure around the base of the tentacles of many mollusks.
tentacled |Having tentacles.
tentacular |Of or pertaining to a tentacle or tentacles.
tentaculata |A division of Ctenophora including those which have two long tentacles.
tentaculate |Having tentacles, or organs like tentacles; tentacled.
tentaculated |Having tentacles, or organs like tentacles; tentacled.
tentaculifera |Same as Suctoria, 1.
tentaculiferous |Producing or bearing tentacles.
tentaculiform |Shaped like a tentacle.
tentaculite |Any one of numerous species of small, conical fossil shells found in Paleozoic rocks. They are supposed to be pteropods.
tentaculocyst |One of the auditory organs of certain medusæ; -- called also auditory tentacle.
tentaculum |1. (Zoöl.)  A tentacle. 2. (Anat.)  One of the stiff hairs situated about the mouth, or on the face, of many animals, and supposed to be tactile organs; a tactile hair.
tentage |A collection of tents; an encampment. [Obs.] Drayton.
tentation |1. Trial; temptation. [Obs.] Sir T. Browne. 2. (Mech.)  A mode of adjusting or operating by repeated trials or experiments. Knight.
tentative |Of or pertaining to a trial or trials; essaying; experimental. \"A slow, tentative manner.\" Carlyle. -- Ten*ta\"tive*ly, adv.\n\nAn essay; a trial; an experiment. Berkley.
tented |Covered with tents.
tenter |1. One who takes care of, or tends, machines in a factory; a kind of assistant foreman. 2. (Mach.)  A kind of governor.\n\nA machine or frame for stretching cloth by means of hooks, called tenter-hooks, so that it may dry even and square. Tenter ground, a place where tenters are erected. -- Tenter-hook, a sharp, hooked nail used for fastening cloth on a tenter. -- To be on the tenters, or on the tenter-hooks, to be on the stretch; to be in distress, uneasiness, or suspense. Hudibras.\n\nTo admit extension. Woolen cloth will tenter, linen scarcely. Bacon.\n\nTo hang or stretch on, or as on, tenters.
tentful |As much, or as many, as a tent will hold.
tenth |1. Next in order after the ninth; coming after nine others. 2. Constituting or being one of ten equal parts into which anything is divided.\n\n1. The next in order after the ninth; one coming after nine others. 2. The quotient of a unit divided by ten; one of ten equal parts into which anything is divided. 3. The tenth part of annual produce, income, increase, or the like; a tithe. Shak. 4. (Mus.)  The interval between any tone and the tone represented on the tenth degree of the staff above it, as between one of the scale and three of the octave above; the octave of the third. 5. pl. (Eng. Law) (a) A temporary aid issuing out of personal property, and granted to the king by Parliament; formerly, the real tenth part of all the movables belonging to the subject. (b) (Eccl. Law) The tenth part of the annual profit of every living in the kingdom, formerly paid to the pope, but afterward transferred to the crown. It now forms a part of the fund called Queen Anne's Bounty. Burrill.
tenthly |In a tenth manner.
tenthmeter |A unit for the measurement of many small lengths, such that 1010 of these units make one meter; the ten millionth part of a millimeter.
tenthmetre |A unit for the measurement of many small lengths, such that 1010 of these units make one meter; the ten millionth part of a millimeter.
tenthredinides |A group of Hymneoptera comprising the sawflies.
tentif |Attentive. [Obs.] Chaucer.
tentifly |Attentively. [Obs.] Chaucer.
tentiginous |1. Stiff; stretched; strained. [Obs.] Johnson. 2. Lustful, or pertaining to lust. [Obs.] B. Jonson.
tentmaker |One whose occupation it is to make tents. Acts xviii. 3.
tentorium |A fold of the dura mater which separates the cerebellum from the cerebrum and often incloses a process or plate of the skull called the bony tentorium.
tentory |The awning or covering of a tent. [Obs.] Evelyn.
tentwort |A kind of small fern, the wall rue. See under Wall.
tenuate |To make thin; to attenuate. [R.]
tenuifolious |Having thin or narrow leaves.
tenuious |Rare or subtile; tenuous; -- opposed to dense. [Obs.] Glanvill.
tenuiroster |One of the Tenuirostres.
tenuirostral |Thin-billed; -- applied to birds with a slender bill, as the humming birds.
tenuirostres |An artificial group of passerine birds having slender bills, as the humming birds.
tenuis |One of the three surd mutes k, p, t; -- so called in relation to their respective middle letters, or medials, g, b, d, and their aspirates, x, f, th. The term is also applied to the corresponding letters and articulate elements in other languages.
tenuity |1. The quality or state of being tenuous; thinness, applied to a broad substance; slenderness, applied to anything that is long; as, the tenuity of a leaf; the tenuity of a hair. 2. Rarily; rareness; thinness, as of a fluid; as, the tenuity of the air; the tenuity of the blood. Bacon. 3. Poverty; indigence. [Obs.] Eikon Basilike. 4. Refinement; delicacy.
tenuous |1. Thin; slender; small; minute. 2. Rare; subtile; not dense; -- said of fluids.  Lacking substance, as a tenuous argument.
tenure |1. The act or right of holding, as property, especially real estate. That the tenure of estates might rest on equity, the Indian title to lands was in all cases to be quieted. Bancroft. 2. (Eng. Law)  The manner of holding lands and tenements of a superior. Note: Tenure is inseparable from the idea of property in land, according to the theory of the English law; and this idea of tenure pervades, to a considerable extent, the law of real property in the United States, where the title to land is essentially allodial, and almost all lands are held in fee simple, not of a superior, but the whole right and title to the property being vested in the owner. Tenure, in general, then, is the particular manner of holding real estate, as by exclusive title or ownership, by fee simple, by fee tail, by courtesy, in dower, by copyhold, by lease, at will, etc. 3. The consideration, condition, or service which the occupier of land gives to his lord or superior for the use of his land. 4. Manner of holding, in general; as, in absolute governments, men hold their rights by a precarious tenure. All that seems thine own, Held by the tenure of his will alone. Cowper. Tenure by fee alms. (Law) See Frankalmoigne.
teocalli |Literally, God's house; a temple, usually of pyramidal form, such as were built by the aborigines of Mexico, Yucatan, etc. And Aztec priests upon their teocallis Beat the wild war-drums made of serpent's skin. Longfellow.
teosinte |A large grass (Euchlæna luxurians) closely related to maize. It is native of Mexico and Central America, but is now cultivated for fodder in the Southern United States and in many warm countries. Called also Guatemala grass.
tepal |A division of a perianth. [R.]
tepee |An Indian wigwam or tent.
tepefaction |Act of tepefying.
tepefy |To make or become tepid, or moderately warm. Goldsmith.
tephramancy |Divination by the ashes of the altar on which a victim had been consumed in sacrifice.
tephrite |An igneous rock consisting essentially of plagioclase and either leucite or nephelite, or both.
tephroite |A silicate of manganese of an ash-gray color.
tephrosia |A genus of leguminous shrubby plants and herbs, mostly found in tropical countries, a few herbaceous species being North American. The foliage is often ashy-pubescent, whence the name. Note: The Tephrosia toxicaria is used in the West Indies and in Polynesia for stupefying fish. T. purpurea is used medicinally in the East Indies. T. Virginia is the goat's rue of the United States.
tepid |Moderately warm; lukewarm; as, a tepid bath; tepid rays; tepid vapors. -- Tep\"id*ness, n.
tepidity |The quality or state of being tepid; moderate warmth; lukewarmness; tepidness. Jer. Taylor.
tepor |Gentle heat; moderate warmth; tepidness. Arbuthnot.
tequila |An intoxicating liquor made from the maguey in the district of Tequila, Mexico.
ter- |A combining form from L. ter signifying three times, thrice. See Tri-, 2.
ter-tenant |See Terre-tenant.
teraconic |Pertaining to, or designating, an acid obtained by the distillation of terebic acid, and homologous with citraconic acid.
teracrylic |Of, pertaining to, or designating, an acid of the acrylic series, obtained by the distillation of terpenylic acid, as an only substance having a peculiar cheesy odor.
teraph |See Teraphim.
teraphim |Images connected with the magical rites used by those Israelites who added corrupt practices to the patriarchal religion. Teraphim were consulted by the Israelites for oracular answers. Dr. W. Smith (Bib. Dict.).
terapin |See Terrapin.
teratical |Wonderful; ominous; prodigious. [Obs.] Wollaston.
teratogeny |The formation of monsters.
teratoid |Resembling a monster; abnormal; of a pathological growth, exceedingly complex or highly organized. S. D. Gross.
teratological |Of or pertaining to teratology; as, teratological changes.
